RSC ID,Name,Team,Day,Game #,Points,Goals,Assists,Saves,Shots,Team Against,Tier,FF Games,Wins,Losses,Points Against,Goals Against,Assists Against,Saves Against,Shots Against,PPG,GPG,APG,SvPG,ShPG,PAPG,GAPG,AAPG,SvAPG,ShAPG,OPPG,OGPG,OAPG,OSvPG,OShPG,OPAPG,OGAPG,OAAPG,OSvAPG,OShAPG,Goals On Field,Points Ratio,Goals Ratio,Assists Ratio,Saves Ratio,Shots Ratio
RSC001945,Brody,Radishes,1,1,260,1,0,1,3,Double Mint,Premier,,,1,294.3333333,0.6666666667,0.6666666667,1,2.333333333,401.7037037,0.5555555556,0.462962963,2.111111111,2.407407407,356.5740741,0.7283950617,0.5864197531,1.419753086,3.061728395,349.5198718,0.7115384615,0.5222527473,1.403937729,2.595787546,381.2052198,0.835989011,0.6253968254,1.497130647,2.832387057,1,0.7497168743,0.5,0,1,0.7142857143
RSC005917,GAVALANCHE,Radishes,1,1,138,0,0,0,2,Double Mint,Premier,,,1,294.3333333,0.6666666667,0.6666666667,1,2.333333333,375.9642857,0.6964285714,0.4821428571,1.821428571,2.696428571,358.297619,0.744047619,0.5892857143,1.404761905,3.083333333,349.5198718,0.7115384615,0.5222527473,1.403937729,2.595787546,381.2052198,0.835989011,0.6253968254,1.497130647,2.832387057,1,0.7497168743,0.5,0,1,0.7142857143
RSC002103,orso,Radishes,1,1,264,0,0,2,0,Double Mint,Premier,,,1,294.3333333,0.6666666667,0.6666666667,1,2.333333333,308.2,0.2,0,2.2,1.6,390,0.9333333333,0.9333333333,1.4,3.066666667,349.5198718,0.7115384615,0.5222527473,1.403937729,2.595787546,381.2052198,0.835989011,0.6253968254,1.497130647,2.832387057,1,0.7497168743,0.5,0,1,0.7142857143
RSC002714,.Andy,Double Mint,1,1,378,1,1,1,3,Radishes,Premier,,1,,220.6666667,0.3333333333,0,1,1.666666667,357.375,0.75,0.4821428571,1.446428571,2.714285714,379.8630952,0.8630952381,0.6428571429,1.428571429,2.803571429,361.9559965,0.483994709,0.3150352734,2.044179894,2.234611993,368.2905644,0.801925338,0.7030129336,1.408171664,3.070576132,2,1.333836858,2,,1,1.4
RSC000128,Tylurr,Double Mint,1,1,357,1,1,1,3,Radishes,Premier,,1,,220.6666667,0.3333333333,0,1,1.666666667,381.3,0.75,0.7,1.4,2.9,396.2333333,0.85,0.65,1.633333333,2.95,361.9559965,0.483994709,0.3150352734,2.044179894,2.234611993,368.2905644,0.801925338,0.7030129336,1.408171664,3.070576132,2,1.333836858,2,,1,1.4
RSC000342,Ryzai,Double Mint,1,1,148,0,0,1,1,Radishes,Premier,,1,,220.6666667,0.3333333333,0,1,1.666666667,309.8846154,0.6346153846,0.3846153846,1.365384615,2.173076923,367.5192308,0.7948717949,0.5833333333,1.429487179,2.743589744,361.9559965,0.483994709,0.3150352734,2.044179894,2.234611993,368.2905644,0.801925338,0.7030129336,1.408171664,3.070576132,2,1.333836858,2,,1,1.4
RSC005835,Kylau,Tarbage Grucks,1,1,375,0,0,3,1,Crooked Capos,Premier,,,1,271,0.3333333333,0.3333333333,0.6666666667,3.333333333,388.9107143,0.8571428571,0.6964285714,1.446428571,2.821428571,355.2678571,0.6488095238,0.4523809524,1.547619048,2.547619048,373.4787879,0.7818181818,0.5696969697,1.539393939,2.83030303,373.2,0.703030303,0.6060606061,1.624242424,2.648484848,0,1.01599016,0,0,3,0.3
RSC004923,Monster.,Tarbage Grucks,1,1,243,0,0,1,1,Crooked Capos,Premier,,,1,271,0.3333333333,0.3333333333,0.6666666667,3.333333333,417.2321429,0.9464285714,0.5178571429,1.5,3.071428571,355.2678571,0.6488095238,0.4523809524,1.547619048,2.547619048,373.4787879,0.7818181818,0.5696969697,1.539393939,2.83030303,373.2,0.703030303,0.6060606061,1.624242424,2.648484848,0,1.01599016,0,0,3,0.3
RSC004091,MARIO.,Tarbage Grucks,1,1,208,0,0,2,1,Crooked Capos,Premier,,,1,271,0.3333333333,0.3333333333,0.6666666667,3.333333333,313.0357143,0.625,0.5892857143,1.285714286,2.428571429,355.2678571,0.6488095238,0.4523809524,1.547619048,2.547619048,373.4787879,0.7818181818,0.5696969697,1.539393939,2.83030303,373.2,0.703030303,0.6060606061,1.624242424,2.648484848,0,1.01599016,0,0,3,0.3
RSC004459,phoenixu.u,Crooked Capos,1,1,357,1,0,1,4,Tarbage Grucks,Premier,,1,,275.3333333,0,0,2,1,333.8181818,0.5454545455,0.7090909091,1.472727273,2.127272727,373.2,0.703030303,0.6060606061,1.624242424,2.648484848,373.0595238,0.8095238095,0.6011904762,1.410714286,2.773809524,355.2678571,0.6488095238,0.4523809524,1.547619048,2.547619048,1,0.9842615012,,,0.3333333333,3.333333333
RSC003780,FusionBleach,Crooked Capos,1,1,200,0,0,0,4,Tarbage Grucks,Premier,,1,,275.3333333,0,0,2,1,407.2545455,1,0.4727272727,1.527272727,3.327272727,373.2,0.703030303,0.6060606061,1.624242424,2.648484848,373.0595238,0.8095238095,0.6011904762,1.410714286,2.773809524,355.2678571,0.6488095238,0.4523809524,1.547619048,2.547619048,1,0.9842615012,,,0.3333333333,3.333333333
RSC004873,wolf,Crooked Capos,1,1,256,0,1,1,2,Tarbage Grucks,Premier,,1,,275.3333333,0,0,2,1,379.3636364,0.8,0.5272727273,1.618181818,3.036363636,373.2,0.703030303,0.6060606061,1.624242424,2.648484848,373.0595238,0.8095238095,0.6011904762,1.410714286,2.773809524,355.2678571,0.6488095238,0.4523809524,1.547619048,2.547619048,1,0.9842615012,,,0.3333333333,3.333333333
RSC005917,GAVALANCHE,Radishes,1,2,214,0,0,1,2,Double Mint,Premier,,,1,672.3333333,2,2,2.666666667,3,375.9642857,0.6964285714,0.4821428571,1.821428571,2.696428571,358.297619,0.744047619,0.5892857143,1.404761905,3.083333333,349.5198718,0.7115384615,0.5222527473,1.403937729,2.595787546,381.2052198,0.835989011,0.6253968254,1.497130647,2.832387057,0,0.3118492811,0,0,0.375,1
RSC001945,Brody,Radishes,1,2,309,0,0,2,5,Double Mint,Premier,,,1,672.3333333,2,2,2.666666667,3,401.7037037,0.5555555556,0.462962963,2.111111111,2.407407407,356.5740741,0.7283950617,0.5864197531,1.419753086,3.061728395,349.5198718,0.7115384615,0.5222527473,1.403937729,2.595787546,381.2052198,0.835989011,0.6253968254,1.497130647,2.832387057,0,0.3118492811,0,0,0.375,1
RSC002103,orso,Radishes,1,2,106,0,0,0,2,Double Mint,Premier,,,1,672.3333333,2,2,2.666666667,3,308.2,0.2,0,2.2,1.6,390,0.9333333333,0.9333333333,1.4,3.066666667,349.5198718,0.7115384615,0.5222527473,1.403937729,2.595787546,381.2052198,0.835989011,0.6253968254,1.497130647,2.832387057,0,0.3118492811,0,0,0.375,1
RSC002714,.Andy,Double Mint,1,2,583,2,2,2,3,Radishes,Premier,,1,,209.6666667,0,0,1,3,357.375,0.75,0.4821428571,1.446428571,2.714285714,379.8630952,0.8630952381,0.6428571429,1.428571429,2.803571429,361.9559965,0.483994709,0.3150352734,2.044179894,2.234611993,368.2905644,0.801925338,0.7030129336,1.408171664,3.070576132,6,3.206677266,,,2.666666667,1
RSC000342,Ryzai,Double Mint,1,2,582,1,2,4,2,Radishes,Premier,,1,,209.6666667,0,0,1,3,309.8846154,0.6346153846,0.3846153846,1.365384615,2.173076923,367.5192308,0.7948717949,0.5833333333,1.429487179,2.743589744,361.9559965,0.483994709,0.3150352734,2.044179894,2.234611993,368.2905644,0.801925338,0.7030129336,1.408171664,3.070576132,6,3.206677266,,,2.666666667,1
RSC000128,Tylurr,Double Mint,1,2,852,3,2,2,4,Radishes,Premier,,1,,209.6666667,0,0,1,3,381.3,0.75,0.7,1.4,2.9,396.2333333,0.85,0.65,1.633333333,2.95,361.9559965,0.483994709,0.3150352734,2.044179894,2.234611993,368.2905644,0.801925338,0.7030129336,1.408171664,3.070576132,6,3.206677266,,,2.666666667,1
RSC002050,Dmt Goobz,Capybaras,1,1,138,0,0,0,2,Gummy Bears,Premier,,1,,319.3333333,0,0,2.333333333,2,337.225,0.55,0.55,1.6,1.825,385.9166667,0.95,0.75,1.375,3.083333333,383.2321429,0.7202380952,0.5277777778,1.821428571,2.535714286,379.9431217,0.8776455026,0.6164021164,1.401455026,3.104497354,1,0.9217118998,,,0.7142857143,1.333333333
RSC005625,Aspect oF Hope,Capybaras,1,1,341,1,0,2,2,Gummy Bears,Premier,,1,,319.3333333,0,0,2.333333333,2,326.2325581,0.511627907,0.5348837209,1.651162791,2.348837209,379.0155039,0.8914728682,0.7209302326,1.387596899,3.015503876,383.2321429,0.7202380952,0.5277777778,1.821428571,2.535714286,379.9431217,0.8776455026,0.6164021164,1.401455026,3.104497354,1,0.9217118998,,,0.7142857143,1.333333333
RSC005234,hirsch,Capybaras,1,1,404,0,1,3,4,Gummy Bears,Premier,,1,,319.3333333,0,0,2.333333333,2,392.8837209,0.8604651163,0.4418604651,1.930232558,3.11627907,379.4418605,0.9147286822,0.7209302326,1.372093023,3.046511628,383.2321429,0.7202380952,0.5277777778,1.821428571,2.535714286,379.9431217,0.8776455026,0.6164021164,1.401455026,3.104497354,1,0.9217118998,,,0.7142857143,1.333333333
RSC006698,1TapStephen,Gummy Bears,1,1,311,0,0,2,2,Capybaras,Premier,,,1,294.3333333,0.3333333333,0.3333333333,1.666666667,2.666666667,417.3333333,0.5833333333,0.6666666667,2.333333333,2.333333333,373.5277778,0.8888888889,0.5555555556,1.361111111,2.944444444,352.1137597,0.6406976744,0.5089147287,1.727131783,2.43003876,381.4580103,0.9187338501,0.730620155,1.378229974,3.048449612,0,1.084937712,0,0,1.4,0.75
RSC007071,Massimo,Gummy Bears,1,1,376,0,0,3,3,Capybaras,Premier,,,1,294.3333333,0.3333333333,0.3333333333,1.666666667,2.666666667,389.9166667,0.9166666667,0.4166666667,1.666666667,2.916666667,373.1111111,0.8333333333,0.6388888889,1.361111111,3.333333333,352.1137597,0.6406976744,0.5089147287,1.727131783,2.43003876,381.4580103,0.9187338501,0.730620155,1.378229974,3.048449612,0,1.084937712,0,0,1.4,0.75
RSC001977,T.,Gummy Bears,1,1,271,0,0,2,1,Capybaras,Premier,,,1,294.3333333,0.3333333333,0.3333333333,1.666666667,2.666666667,342.4464286,0.6607142857,0.5,1.464285714,2.357142857,393.1904762,0.9107142857,0.6547619048,1.482142857,3.035714286,352.1137597,0.6406976744,0.5089147287,1.727131783,2.43003876,381.4580103,0.9187338501,0.730620155,1.378229974,3.048449612,0,1.084937712,0,0,1.4,0.75
RSC001114,ASHES.,Interstellar,1,1,401,1,1,1,2,Viperfish,Premier,,,1,516.3333333,1.666666667,1.333333333,1.666666667,2.666666667,352.9636364,0.7090909091,0.6909090909,1.436363636,2.618181818,351.1212121,0.6848484848,0.5515151515,1.545454545,2.466666667,423.4156746,1.036706349,0.7936507937,1.594246032,3.317460317,394.3617725,0.8343253968,0.6071428571,1.703373016,2.833333333,2,0.571336346,0.4,0.5,0.4,0.875
RSC003749,Rule,Interstellar,1,1,360,1,1,1,3,Viperfish,Premier,,,1,516.3333333,1.666666667,1.333333333,1.666666667,2.666666667,399.4,1.018181818,0.6909090909,1.4,2.945454545,353.0606061,0.6787878788,0.5515151515,1.563636364,2.460606061,423.4156746,1.036706349,0.7936507937,1.594246032,3.317460317,394.3617725,0.8343253968,0.6071428571,1.703373016,2.833333333,2,0.571336346,0.4,0.5,0.4,0.875
RSC004306,North.-.,Interstellar,1,1,124,0,0,0,2,Viperfish,Premier,,,1,516.3333333,1.666666667,1.333333333,1.666666667,2.666666667,398.7321429,0.8214285714,0.75,1.392857143,3.142857143,353.5059524,0.6845238095,0.5535714286,1.553571429,2.464285714,423.4156746,1.036706349,0.7936507937,1.594246032,3.317460317,394.3617725,0.8343253968,0.6071428571,1.703373016,2.833333333,2,0.571336346,0.4,0.5,0.4,0.875
RSC003402,Almost Magic Mike,Viperfish,1,1,427,1,2,1,3,Interstellar,Premier,,1,,295,0.6666666667,0.6666666667,0.6666666667,2.333333333,412.5892857,0.6785714286,1.071428571,1.875,2.357142857,395.1190476,0.8452380952,0.619047619,1.69047619,2.875,383.6985931,0.8495670996,0.7106060606,1.40974026,2.902164502,352.5625902,0.6827200577,0.5522005772,1.554220779,2.463852814,5,1.750282486,2.5,2,2.5,1.142857143
RSC006460,Arrow,Viperfish,1,1,782,3,1,4,3,Interstellar,Premier,,1,,295,0.6666666667,0.6666666667,0.6666666667,2.333333333,474.8541667,1.645833333,0.5416666667,1.354166667,4.791666667,392.8472222,0.8125,0.5833333333,1.729166667,2.75,383.6985931,0.8495670996,0.7106060606,1.40974026,2.902164502,352.5625902,0.6827200577,0.5522005772,1.554220779,2.463852814,5,1.750282486,2.5,2,2.5,1.142857143
RSC004138,Ghozty.7,Viperfish,1,1,340,1,1,0,2,Interstellar,Premier,,1,,295,0.6666666667,0.6666666667,0.6666666667,2.333333333,382.8035714,0.7857142857,0.7678571429,1.553571429,2.803571429,395.1190476,0.8452380952,0.619047619,1.69047619,2.875,383.6985931,0.8495670996,0.7106060606,1.40974026,2.902164502,352.5625902,0.6827200577,0.5522005772,1.554220779,2.463852814,5,1.750282486,2.5,2,2.5,1.142857143
RSC005917,GAVALANCHE,Radishes,1,3,334,0,1,2,4,Double Mint,Premier,,,1,342.6666667,0.6666666667,0.6666666667,1.333333333,2.666666667,375.9642857,0.6964285714,0.4821428571,1.821428571,2.696428571,358.297619,0.744047619,0.5892857143,1.404761905,3.083333333,349.5198718,0.7115384615,0.5222527473,1.403937729,2.595787546,381.2052198,0.835989011,0.6253968254,1.497130647,2.832387057,1,0.8706225681,0.5,0.5,1,1.125
RSC001945,Brody,Radishes,1,3,262,1,0,0,3,Double Mint,Premier,,,1,342.6666667,0.6666666667,0.6666666667,1.333333333,2.666666667,401.7037037,0.5555555556,0.462962963,2.111111111,2.407407407,356.5740741,0.7283950617,0.5864197531,1.419753086,3.061728395,349.5198718,0.7115384615,0.5222527473,1.403937729,2.595787546,381.2052198,0.835989011,0.6253968254,1.497130647,2.832387057,1,0.8706225681,0.5,0.5,1,1.125
RSC002103,orso,Radishes,1,3,299,0,0,2,2,Double Mint,Premier,,,1,342.6666667,0.6666666667,0.6666666667,1.333333333,2.666666667,308.2,0.2,0,2.2,1.6,390,0.9333333333,0.9333333333,1.4,3.066666667,349.5198718,0.7115384615,0.5222527473,1.403937729,2.595787546,381.2052198,0.835989011,0.6253968254,1.497130647,2.832387057,1,0.8706225681,0.5,0.5,1,1.125
RSC002714,.Andy,Double Mint,1,3,474,1,1,2,4,Radishes,Premier,,1,,298.3333333,0.3333333333,0.3333333333,1.333333333,3,357.375,0.75,0.4821428571,1.446428571,2.714285714,379.8630952,0.8630952381,0.6428571429,1.428571429,2.803571429,361.9559965,0.483994709,0.3150352734,2.044179894,2.234611993,368.2905644,0.801925338,0.7030129336,1.408171664,3.070576132,2,1.148603352,2,2,1,0.8888888889
RSC000342,Ryzai,Double Mint,1,3,254,1,1,0,3,Radishes,Premier,,1,,298.3333333,0.3333333333,0.3333333333,1.333333333,3,309.8846154,0.6346153846,0.3846153846,1.365384615,2.173076923,367.5192308,0.7948717949,0.5833333333,1.429487179,2.743589744,361.9559965,0.483994709,0.3150352734,2.044179894,2.234611993,368.2905644,0.801925338,0.7030129336,1.408171664,3.070576132,2,1.148603352,2,2,1,0.8888888889
RSC000128,Tylurr,Double Mint,1,3,300,0,0,2,1,Radishes,Premier,,1,,298.3333333,0.3333333333,0.3333333333,1.333333333,3,381.3,0.75,0.7,1.4,2.9,396.2333333,0.85,0.65,1.633333333,2.95,361.9559965,0.483994709,0.3150352734,2.044179894,2.234611993,368.2905644,0.801925338,0.7030129336,1.408171664,3.070576132,2,1.148603352,2,2,1,0.8888888889
RSC001114,ASHES.,Interstellar,1,2,399,0,0,4,3,Viperfish,Premier,,,1,461.6666667,1,1,2,3.333333333,352.9636364,0.7090909091,0.6909090909,1.436363636,2.618181818,351.1212121,0.6848484848,0.5515151515,1.545454545,2.466666667,423.4156746,1.036706349,0.7936507937,1.594246032,3.317460317,394.3617725,0.8343253968,0.6071428571,1.703373016,2.833333333,2,0.8036101083,0.6666666667,0.3333333333,1,1
RSC003749,Rule,Interstellar,1,2,404,1,1,2,4,Viperfish,Premier,,,1,461.6666667,1,1,2,3.333333333,399.4,1.018181818,0.6909090909,1.4,2.945454545,353.0606061,0.6787878788,0.5515151515,1.563636364,2.460606061,423.4156746,1.036706349,0.7936507937,1.594246032,3.317460317,394.3617725,0.8343253968,0.6071428571,1.703373016,2.833333333,2,0.8036101083,0.6666666667,0.3333333333,1,1
RSC004306,North.-.,Interstellar,1,2,310,1,0,0,3,Viperfish,Premier,,,1,461.6666667,1,1,2,3.333333333,398.7321429,0.8214285714,0.75,1.392857143,3.142857143,353.5059524,0.6845238095,0.5535714286,1.553571429,2.464285714,423.4156746,1.036706349,0.7936507937,1.594246032,3.317460317,394.3617725,0.8343253968,0.6071428571,1.703373016,2.833333333,2,0.8036101083,0.6666666667,0.3333333333,1,1
RSC003402,Almost Magic Mike,Viperfish,1,2,635,1,2,4,2,Interstellar,Premier,,1,,371,0.6666666667,0.3333333333,2,3.333333333,412.5892857,0.6785714286,1.071428571,1.875,2.357142857,395.1190476,0.8452380952,0.619047619,1.69047619,2.875,383.6985931,0.8495670996,0.7106060606,1.40974026,2.902164502,352.5625902,0.6827200577,0.5522005772,1.554220779,2.463852814,3,1.244384546,1.5,3,1,1
RSC006460,Arrow,Viperfish,1,2,223,0,0,1,2,Interstellar,Premier,,1,,371,0.6666666667,0.3333333333,2,3.333333333,474.8541667,1.645833333,0.5416666667,1.354166667,4.791666667,392.8472222,0.8125,0.5833333333,1.729166667,2.75,383.6985931,0.8495670996,0.7106060606,1.40974026,2.902164502,352.5625902,0.6827200577,0.5522005772,1.554220779,2.463852814,3,1.244384546,1.5,3,1,1
RSC004138,Ghozty.7,Viperfish,1,2,527,2,1,1,6,Interstellar,Premier,,1,,371,0.6666666667,0.3333333333,2,3.333333333,382.8035714,0.7857142857,0.7678571429,1.553571429,2.803571429,395.1190476,0.8452380952,0.619047619,1.69047619,2.875,383.6985931,0.8495670996,0.7106060606,1.40974026,2.902164502,352.5625902,0.6827200577,0.5522005772,1.554220779,2.463852814,3,1.244384546,1.5,3,1,1
RSC002542,wicked.,Fairies,1,1,483,0,1,2,6,Urcuchillay,Premier,,1,,465.6666667,0.6666666667,0.6666666667,2.666666667,3.666666667,415.0434783,0.7826086957,0.5217391304,1.391304348,3.565217391,443.8115942,1,0.7391304348,1.768115942,3.333333333,385.9869981,0.77159583,0.5940764501,1.804394547,2.727992515,401.1022204,0.9144150405,0.7438385458,1.548026374,3.11575871,3,1.274874732,1.5,1.5,1.125,1.181818182
RSC006970,snizdrift,Fairies,1,1,616,1,2,3,4,Urcuchillay,Premier,,1,,465.6666667,0.6666666667,0.6666666667,2.666666667,3.666666667,426.8863636,0.8636363636,0.9318181818,1.772727273,2.818181818,391.1060606,0.7424242424,0.5681818182,1.772727273,2.878787879,385.9869981,0.77159583,0.5940764501,1.804394547,2.727992515,401.1022204,0.9144150405,0.7438385458,1.548026374,3.11575871,3,1.274874732,1.5,1.5,1.125,1.181818182
RSC004580,Static,Fairies,1,1,682,2,0,4,3,Urcuchillay,Premier,,1,,465.6666667,0.6666666667,0.6666666667,2.666666667,3.666666667,350.875,0.375,0.125,2.375,2.375,433.375,0.9583333333,0.6666666667,1.833333333,3,385.9869981,0.77159583,0.5940764501,1.804394547,2.727992515,401.1022204,0.9144150405,0.7438385458,1.548026374,3.11575871,3,1.274874732,1.5,1.5,1.125,1.181818182
RSC006948,MaxThatNinja,Urcuchillay,1,1,332,1,1,0,6,Fairies,Premier,,,1,593.6666667,1,1,3,4.333333333,301.0344828,0.4482758621,0.4482758621,1.586206897,2.137931034,395.7471264,0.8275862069,0.6896551724,1.609195402,3.16091954,397.601614,0.6737483531,0.5261857708,1.846343874,2.919466403,422.7642183,0.9002525253,0.6579929732,1.791392183,3.070707071,2,0.7843907917,0.6666666667,0.6666666667,0.8888888889,0.8461538462
RSC000931,Danger,Urcuchillay,1,1,711,1,0,6,3,Fairies,Premier,,,1,593.6666667,1,1,3,4.333333333,470.0465116,1.046511628,0.8139534884,1.906976744,3.186046512,406.1395349,0.9689922481,0.7751937984,1.534883721,3.093023256,397.601614,0.6737483531,0.5261857708,1.846343874,2.919466403,422.7642183,0.9002525253,0.6579929732,1.791392183,3.070707071,2,0.7843907917,0.6666666667,0.6666666667,0.8888888889,0.8461538462
RSC000618,Taelo,Urcuchillay,1,1,354,0,1,2,2,Fairies,Premier,,,1,593.6666667,1,1,3,4.333333333,386.88,0.82,0.52,1.92,2.86,401.42,0.9466666667,0.7666666667,1.5,3.093333333,397.601614,0.6737483531,0.5261857708,1.846343874,2.919466403,422.7642183,0.9002525253,0.6579929732,1.791392183,3.070707071,2,0.7843907917,0.6666666667,0.6666666667,0.8888888889,0.8461538462
RSC006970,snizdrift,Fairies,1,2,466,1,1,2,2,Urcuchillay,Premier,,,1,359.3333333,1.333333333,0.6666666667,1,2.666666667,426.8863636,0.8636363636,0.9318181818,1.772727273,2.818181818,391.1060606,0.7424242424,0.5681818182,1.772727273,2.878787879,385.9869981,0.77159583,0.5940764501,1.804394547,2.727992515,401.1022204,0.9144150405,0.7438385458,1.548026374,3.11575871,2,1.023191095,0.5,1,1.333333333,0.75
RSC004580,Static,Fairies,1,2,215,0,0,1,1,Urcuchillay,Premier,,,1,359.3333333,1.333333333,0.6666666667,1,2.666666667,350.875,0.375,0.125,2.375,2.375,433.375,0.9583333333,0.6666666667,1.833333333,3,385.9869981,0.77159583,0.5940764501,1.804394547,2.727992515,401.1022204,0.9144150405,0.7438385458,1.548026374,3.11575871,2,1.023191095,0.5,1,1.333333333,0.75
RSC002542,wicked.,Fairies,1,2,422,1,1,1,3,Urcuchillay,Premier,,,1,359.3333333,1.333333333,0.6666666667,1,2.666666667,415.0434783,0.7826086957,0.5217391304,1.391304348,3.565217391,443.8115942,1,0.7391304348,1.768115942,3.333333333,385.9869981,0.77159583,0.5940764501,1.804394547,2.727992515,401.1022204,0.9144150405,0.7438385458,1.548026374,3.11575871,2,1.023191095,0.5,1,1.333333333,0.75
RSC006948,MaxThatNinja,Urcuchillay,1,2,73,0,0,0,0,Fairies,Premier,,1,,367.6666667,0.6666666667,0.6666666667,1.333333333,2,301.0344828,0.4482758621,0.4482758621,1.586206897,2.137931034,395.7471264,0.8275862069,0.6896551724,1.609195402,3.16091954,397.601614,0.6737483531,0.5261857708,1.846343874,2.919466403,422.7642183,0.9002525253,0.6579929732,1.791392183,3.070707071,4,0.9773345422,2,1,0.75,1.333333333
RSC000618,Taelo,Urcuchillay,1,2,517,3,0,1,4,Fairies,Premier,,1,,367.6666667,0.6666666667,0.6666666667,1.333333333,2,386.88,0.82,0.52,1.92,2.86,401.42,0.9466666667,0.7666666667,1.5,3.093333333,397.601614,0.6737483531,0.5261857708,1.846343874,2.919466403,422.7642183,0.9002525253,0.6579929732,1.791392183,3.070707071,4,0.9773345422,2,1,0.75,1.333333333
RSC000931,Danger,Urcuchillay,1,2,488,1,2,2,4,Fairies,Premier,,1,,367.6666667,0.6666666667,0.6666666667,1.333333333,2,470.0465116,1.046511628,0.8139534884,1.906976744,3.186046512,406.1395349,0.9689922481,0.7751937984,1.534883721,3.093023256,397.601614,0.6737483531,0.5261857708,1.846343874,2.919466403,422.7642183,0.9002525253,0.6579929732,1.791392183,3.070707071,4,0.9773345422,2,1,0.75,1.333333333
RSC001114,ASHES.,Interstellar,1,3,222,1,0,0,2,Viperfish,Premier,,,1,359.3333333,1,1,0.3333333333,4,352.9636364,0.7090909091,0.6909090909,1.436363636,2.618181818,351.1212121,0.6848484848,0.5515151515,1.545454545,2.466666667,423.4156746,1.036706349,0.7936507937,1.594246032,3.317460317,394.3617725,0.8343253968,0.6071428571,1.703373016,2.833333333,2,1.028756957,0.6666666667,0.6666666667,3,0.4166666667
RSC003749,Rule,Interstellar,1,3,364,1,1,0,2,Viperfish,Premier,,,1,359.3333333,1,1,0.3333333333,4,399.4,1.018181818,0.6909090909,1.4,2.945454545,353.0606061,0.6787878788,0.5515151515,1.563636364,2.460606061,423.4156746,1.036706349,0.7936507937,1.594246032,3.317460317,394.3617725,0.8343253968,0.6071428571,1.703373016,2.833333333,2,1.028756957,0.6666666667,0.6666666667,3,0.4166666667
RSC004306,North.-.,Interstellar,1,3,523,0,1,3,1,Viperfish,Premier,,,1,359.3333333,1,1,0.3333333333,4,398.7321429,0.8214285714,0.75,1.392857143,3.142857143,353.5059524,0.6845238095,0.5535714286,1.553571429,2.464285714,423.4156746,1.036706349,0.7936507937,1.594246032,3.317460317,394.3617725,0.8343253968,0.6071428571,1.703373016,2.833333333,2,1.028756957,0.6666666667,0.6666666667,3,0.4166666667
RSC006460,Arrow,Viperfish,1,3,234,1,0,0,4,Interstellar,Premier,,1,,369.6666667,0.6666666667,0.6666666667,1,1.666666667,474.8541667,1.645833333,0.5416666667,1.354166667,4.791666667,392.8472222,0.8125,0.5833333333,1.729166667,2.75,383.6985931,0.8495670996,0.7106060606,1.40974026,2.902164502,352.5625902,0.6827200577,0.5522005772,1.554220779,2.463852814,3,0.9720468891,1.5,1.5,0.3333333333,2.4
RSC003402,Almost Magic Mike,Viperfish,1,3,341,0,3,0,5,Interstellar,Premier,,1,,369.6666667,0.6666666667,0.6666666667,1,1.666666667,412.5892857,0.6785714286,1.071428571,1.875,2.357142857,395.1190476,0.8452380952,0.619047619,1.69047619,2.875,383.6985931,0.8495670996,0.7106060606,1.40974026,2.902164502,352.5625902,0.6827200577,0.5522005772,1.554220779,2.463852814,3,0.9720468891,1.5,1.5,0.3333333333,2.4
RSC004138,Ghozty.7,Viperfish,1,3,503,2,0,1,3,Interstellar,Premier,,1,,369.6666667,0.6666666667,0.6666666667,1,1.666666667,382.8035714,0.7857142857,0.7678571429,1.553571429,2.803571429,395.1190476,0.8452380952,0.619047619,1.69047619,2.875,383.6985931,0.8495670996,0.7106060606,1.40974026,2.902164502,352.5625902,0.6827200577,0.5522005772,1.554220779,2.463852814,3,0.9720468891,1.5,1.5,0.3333333333,2.4
RSC006970,snizdrift,Fairies,1,3,407,0,1,1,5,Urcuchillay,Premier,,,1,621.6666667,0.6666666667,0.3333333333,4,4.333333333,426.8863636,0.8636363636,0.9318181818,1.772727273,2.818181818,391.1060606,0.7424242424,0.5681818182,1.772727273,2.878787879,385.9869981,0.77159583,0.5940764501,1.804394547,2.727992515,401.1022204,0.9144150405,0.7438385458,1.548026374,3.11575871,1,0.7260053619,0.5,1,0.5,1.230769231
RSC004580,Static,Fairies,1,3,439,0,0,4,5,Urcuchillay,Premier,,,1,621.6666667,0.6666666667,0.3333333333,4,4.333333333,350.875,0.375,0.125,2.375,2.375,433.375,0.9583333333,0.6666666667,1.833333333,3,385.9869981,0.77159583,0.5940764501,1.804394547,2.727992515,401.1022204,0.9144150405,0.7438385458,1.548026374,3.11575871,1,0.7260053619,0.5,1,0.5,1.230769231
RSC002542,wicked.,Fairies,1,3,508,1,0,1,6,Urcuchillay,Premier,,,1,621.6666667,0.6666666667,0.3333333333,4,4.333333333,415.0434783,0.7826086957,0.5217391304,1.391304348,3.565217391,443.8115942,1,0.7391304348,1.768115942,3.333333333,385.9869981,0.77159583,0.5940764501,1.804394547,2.727992515,401.1022204,0.9144150405,0.7438385458,1.548026374,3.11575871,1,0.7260053619,0.5,1,0.5,1.230769231
